Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Time_of_Transaction,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Fraudulent
T6389,2167,49997.799999999996,POS Payment,4.0,Desktop,Houston,2,17,14,UPI,0
T6390,3072,,Bank Transfer,22.0,,Houston,2,70,8,Debit Card,0
T6391,4893,138.16,Bill Payment,4.0,Mobile,Chicago,1,98,3,UPI,0
T6392,3715,44.76,POS Payment,4.0,Tablet,New York,0,7,14,Debit Card,0
T6393,2096,1125.76,Bank Transfer,13.0,Mobile,Los Angeles,1,1,13,Invalid Method,0
T6394,3679,3997.61,Bank Transfer,19.0,Desktop,San Francisco,3,45,1,Debit Card,0
T6395,2847,4524.21,ATM Withdrawal,5.0,Tablet,Boston,0,50,9,Net Banking,0
T6396,4904,1961.88,POS Payment,8.0,Tablet,Chicago,2,46,8,UPI,0
T6397,4164,2818.18,Online Purchase,13.0,Desktop,Houston,1,78,14,Debit Card,0
T6398,1504,3531.73,POS Payment,18.0,Desktop,New York,2,30,6,UPI,0
T6399,2621,4764.92,Bill Payment,9.0,Mobile,Houston,1,62,9,Credit Card,0
T6400,3383,4565.1,Bank Transfer,15.0,Desktop,Houston,3,50,7,Net Banking,0
T6401,3472,290.68,POS Payment,,Mobile,Los Angeles,3,110,9,UPI,0
T6402,3546,1244.59,Bank Transfer,3.0,Desktop,Chicago,0,49,1,,0
T6403,2387,250.48,ATM Withdrawal,2.0,Mobile,Houston,4,75,1,Debit Card,0
T6404,3994,3084.63,ATM Withdrawal,11.0,Desktop,Chicago,2,99,10,Debit Card,0
T6405,3677,3553.91,POS Payment,9.0,Desktop,Houston,2,65,14,Credit Card,0
T6406,4816,1544.88,ATM Withdrawal,4.0,Desktop,Los Angeles,1,89,3,Net Banking,0
T6407,2222,4269.99,Bank Transfer,16.0,Mobile,Los Angeles,1,34,12,,0
T6408,1717,2266.8,Bill Payment,22.0,Unknown Device,Chicago,1,112,3,Debit Card,0
T6409,4484,4991.92,POS Payment,6.0,Tablet,San Francisco,3,33,13,Credit Card,0
T6410,1338,49997.799999999996,Bill Payment,1.0,Desktop,Boston,4,17,2,Credit Card,0
T6411,1658,,ATM Withdrawal,3.0,Mobile,New York,3,24,5,UPI,0
T6412,1961,1512.46,ATM Withdrawal,9.0,Mobile,Houston,4,94,6,,0
T6413,1428,132.41,Bank Transfer,23.0,Desktop,Boston,2,52,14,UPI,0
T6414,4854,3912.79,POS Payment,18.0,Tablet,San Francisco,2,82,8,Net Banking,0
T6415,1898,268.6,POS Payment,19.0,Tablet,Boston,1,65,14,Net Banking,0
T6416,1138,3746.15,Online Purchase,15.0,Mobile,San Francisco,2,80,9,Net Banking,0
T6417,4764,267.58,Bank Transfer,12.0,Tablet,San Francisco,1,117,10,UPI,0
T6418,3989,1267.37,POS Payment,19.0,Desktop,Seattle,4,103,10,Debit Card,0
T6419,1541,,Bill Payment,18.0,Desktop,Boston,1,27,14,UPI,0
T6420,3104,4755.72,ATM Withdrawal,,Tablet,Houston,1,119,8,Net Banking,0
T6421,2255,2075.56,Bill Payment,11.0,Desktop,New York,0,70,14,Net Banking,0
T6422,3705,4849.85,ATM Withdrawal,7.0,Mobile,Seattle,4,99,12,Debit Card,0
T6423,3482,3136.27,Bank Transfer,20.0,Mobile,Miami,3,64,5,Credit Card,0
T6424,1383,2082.1,POS Payment,14.0,Desktop,Seattle,2,13,10,Credit Card,0
T6425,3607,4014.99,ATM Withdrawal,21.0,Mobile,Houston,2,67,11,Credit Card,0
T6426,1193,1480.17,Bank Transfer,7.0,Desktop,Seattle,3,86,4,Invalid Method,0
T6427,4807,1332.65,Bill Payment,14.0,Tablet,Miami,0,25,7,UPI,0
T6428,4719,3284.46,ATM Withdrawal,7.0,Desktop,Miami,2,7,8,Credit Card,0
T6429,3581,1955.48,POS Payment,22.0,Tablet,Seattle,1,63,2,Debit Card,0
T6430,3565,683.91,Bill Payment,8.0,Mobile,Houston,1,11,4,UPI,0
T6431,3763,339.49,Bank Transfer,23.0,Tablet,Chicago,3,113,14,Net Banking,0
T6432,3798,3940.27,Bill Payment,5.0,Tablet,New York,2,111,8,UPI,0
T6433,3232,3381.17,ATM Withdrawal,13.0,Mobile,Miami,3,53,6,Debit Card,0
T6434,2895,2061.93,Online Purchase,18.0,Tablet,Chicago,3,62,7,UPI,0
T6435,3339,4481.66,Online Purchase,6.0,Desktop,Miami,4,78,12,Credit Card,0
T6436,4406,2057.23,POS Payment,2.0,Tablet,San Francisco,1,59,9,Net Banking,0
T6437,1731,3552.93,Bank Transfer,12.0,Mobile,Seattle,1,45,9,Credit Card,0
T6438,3163,4546.03,POS Payment,16.0,Desktop,Chicago,2,97,1,Debit Card,0
T6439,3872,4204.37,ATM Withdrawal,16.0,Tablet,Seattle,0,4,5,Debit Card,0
T6440,4120,2557.97,Bank Transfer,7.0,Desktop,,2,88,10,Net Banking,1
T6441,1684,3404.78,Online Purchase,22.0,Desktop,Miami,0,83,7,Net Banking,0
T6442,1081,2071.26,Bill Payment,14.0,Mobile,San Francisco,4,28,1,Credit Card,0
T6443,3881,3237.75,Bill Payment,21.0,Tablet,,0,51,11,UPI,0
T6444,3380,1291.47,ATM Withdrawal,19.0,Desktop,Houston,1,65,5,Invalid Method,0
T6445,3604,2176.54,ATM Withdrawal,2.0,Desktop,Seattle,3,58,2,Net Banking,0
T6446,3382,1051.68,Bank Transfer,21.0,,Seattle,3,75,10,Invalid Method,0
T6447,1531,195.73,Online Purchase,16.0,Desktop,Chicago,4,68,8,Credit Card,0
T6448,2983,2944.76,Bill Payment,15.0,Mobile,Seattle,1,13,13,UPI,0
T6449,1220,4322.82,Bank Transfer,5.0,Desktop,,2,64,12,Net Banking,0
T6450,1634,132.76,Bank Transfer,5.0,Desktop,New York,2,106,5,Credit Card,0
T6451,2769,,Bank Transfer,18.0,Mobile,Miami,2,56,12,Credit Card,0
T6452,4804,2303.62,POS Payment,22.0,Mobile,Los Angeles,0,98,10,Credit Card,0
T6453,3370,3331.15,Bank Transfer,16.0,Mobile,Los Angeles,3,17,2,UPI,0
T6454,2874,860.29,Bank Transfer,11.0,Mobile,Seattle,0,60,13,Debit Card,0
T6455,1002,288.19,Bank Transfer,11.0,Tablet,San Francisco,1,39,10,Debit Card,0
T6456,2717,2597.65,Bank Transfer,13.0,Tablet,San Francisco,4,38,6,Credit Card,0
T6457,1205,4094.46,POS Payment,15.0,Mobile,Los Angeles,1,67,10,Net Banking,1
T6458,2855,181.0,ATM Withdrawal,9.0,Tablet,Seattle,3,95,9,Debit Card,0
T6459,1039,1750.1,POS Payment,13.0,Desktop,Chicago,2,71,14,Net Banking,0
T6460,3106,3319.26,Bank Transfer,17.0,Desktop,Boston,3,91,11,,0
T6461,3998,658.06,ATM Withdrawal,22.0,Mobile,Los Angeles,1,75,14,Credit Card,0
T6462,3621,1183.55,POS Payment,11.0,Desktop,Seattle,0,20,10,Debit Card,0
T6463,1643,2679.79,Online Purchase,12.0,Desktop,Chicago,3,32,10,Debit Card,0
T6464,2530,4766.39,Online Purchase,0.0,,New York,0,35,11,Debit Card,0
T6465,4643,1440.28,Bank Transfer,21.0,Desktop,Houston,3,86,14,UPI,0
T6466,2907,2440.2,Bank Transfer,18.0,Mobile,Chicago,0,10,11,,0
T6467,3890,2002.65,Bill Payment,23.0,Desktop,Los Angeles,1,68,1,UPI,0
T6468,4193,4487.5,Online Purchase,23.0,Desktop,Chicago,3,97,5,Debit Card,0
T6469,4550,364.09,ATM Withdrawal,,Desktop,Boston,1,51,2,Debit Card,0
T6470,3666,2832.91,ATM Withdrawal,1.0,Tablet,San Francisco,0,44,3,UPI,0
T6471,3143,4231.37,Bill Payment,23.0,Desktop,Los Angeles,2,80,11,Net Banking,1
T6472,4930,4940.65,Online Purchase,15.0,Tablet,Los Angeles,3,45,8,Credit Card,0
T6473,4485,3495.13,POS Payment,4.0,Mobile,,0,16,1,Debit Card,0
T6474,4306,1902.78,POS Payment,16.0,Mobile,Boston,4,52,2,UPI,0
T6475,1897,2062.06,ATM Withdrawal,15.0,Mobile,Boston,2,7,14,Debit Card,0
T6476,2085,1761.65,POS Payment,20.0,Tablet,Houston,0,35,5,Net Banking,0
T6477,2279,3020.05,Bank Transfer,4.0,Tablet,Boston,4,37,13,Credit Card,0
T6478,3608,3698.33,Bank Transfer,13.0,Mobile,Seattle,1,25,10,Credit Card,0
T6479,3952,4098.24,Bill Payment,,Desktop,Seattle,3,48,10,UPI,0
T6480,3395,2085.88,POS Payment,3.0,Mobile,Boston,4,66,4,Net Banking,0
T6481,1670,3584.96,Bill Payment,2.0,Desktop,Boston,3,47,5,UPI,0
T6482,4195,4581.53,Online Purchase,18.0,Desktop,Chicago,0,31,8,Net Banking,0
T6483,2505,4604.52,POS Payment,20.0,Desktop,Los Angeles,1,3,9,Debit Card,0
T6484,3364,3521.62,ATM Withdrawal,4.0,Mobile,Los Angeles,0,83,11,UPI,0
T6485,4575,3186.33,ATM Withdrawal,17.0,Tablet,New York,1,105,9,Credit Card,0
T6486,1718,2659.97,Online Purchase,14.0,Tablet,Chicago,0,43,3,Credit Card,0
T6487,2071,920.07,Bank Transfer,2.0,Desktop,Chicago,2,47,8,Debit Card,0
T6488,4480,622.53,Bank Transfer,16.0,Tablet,San Francisco,1,29,2,UPI,0
T6489,2955,2431.13,Bank Transfer,0.0,Desktop,Los Angeles,4,95,8,Debit Card,0
T6490,2159,801.42,POS Payment,22.0,Unknown Device,Seattle,3,106,13,Debit Card,0
T6491,4272,2887.11,Bill Payment,7.0,Mobile,Boston,0,2,5,UPI,0
T6492,1249,3230.29,Online Purchase,11.0,Mobile,San Francisco,0,40,9,Credit Card,0
T6493,3361,2630.45,POS Payment,13.0,Mobile,Chicago,3,14,14,Credit Card,1
T6494,2892,186.95,ATM Withdrawal,,Mobile,Los Angeles,4,77,2,Net Banking,0
T6495,4439,293.35,Bill Payment,4.0,Tablet,Los Angeles,0,109,5,Credit Card,0
T6496,4500,571.14,Bill Payment,9.0,Mobile,Houston,1,34,14,UPI,0
T6497,2853,772.46,POS Payment,5.0,Mobile,New York,2,53,10,Debit Card,0
T6498,3854,4949.46,ATM Withdrawal,16.0,Mobile,Seattle,2,106,14,UPI,0
T6499,2503,1725.75,Bill Payment,16.0,Tablet,San Francisco,4,104,2,UPI,0
T6500,4385,1463.41,POS Payment,9.0,Tablet,Houston,2,57,6,UPI,0
T6501,4571,266.07,ATM Withdrawal,15.0,Mobile,Seattle,3,77,11,Net Banking,0
T6502,4792,3178.43,POS Payment,20.0,Mobile,Boston,3,101,8,Credit Card,0
T6503,4426,3262.69,ATM Withdrawal,14.0,,Houston,2,64,6,UPI,1
T6504,3532,,Online Purchase,21.0,Mobile,New York,0,29,13,Debit Card,0
T6505,2234,4596.61,Bank Transfer,12.0,Desktop,Seattle,1,71,5,Credit Card,0
T6506,4775,4003.47,POS Payment,,Tablet,New York,0,69,6,Debit Card,0
T6507,1043,1155.44,POS Payment,14.0,Desktop,Houston,2,25,6,Debit Card,0
T6508,4612,2431.82,POS Payment,21.0,Desktop,Boston,3,2,2,,1
T6509,3618,2294.66,POS Payment,11.0,Mobile,Seattle,1,82,3,Debit Card,0
T6510,1582,1745.86,Online Purchase,4.0,Mobile,Seattle,3,74,10,Debit Card,0
T6511,4163,4089.09,Bank Transfer,0.0,Desktop,Los Angeles,0,24,3,Debit Card,0
T6512,2288,550.78,Bank Transfer,10.0,Tablet,Boston,3,50,9,Net Banking,0
T6513,3942,2079.49,Bill Payment,1.0,Mobile,Chicago,2,49,3,UPI,0
T6514,1219,2143.02,Online Purchase,16.0,Desktop,Chicago,1,93,13,Net Banking,0
T6515,2925,2346.28,Bank Transfer,14.0,Tablet,Seattle,1,19,5,Net Banking,0
T6516,3972,4307.44,Bank Transfer,12.0,Tablet,Boston,2,108,3,Debit Card,0
T6517,4513,1094.74,ATM Withdrawal,13.0,Mobile,New York,1,80,10,Credit Card,0
T6518,3448,519.1,ATM Withdrawal,9.0,Mobile,Miami,2,68,10,Credit Card,0
T6519,4471,3090.95,Online Purchase,21.0,Mobile,Chicago,0,76,14,Credit Card,0
T6520,3774,873.3,Online Purchase,10.0,Desktop,Seattle,1,89,9,Net Banking,0
T6521,1990,379.29,Bank Transfer,11.0,Desktop,Miami,0,5,6,UPI,0
T6522,3946,,ATM Withdrawal,20.0,Tablet,Chicago,4,4,9,UPI,0
T6523,2812,,ATM Withdrawal,17.0,Tablet,Seattle,1,8,11,Debit Card,0
T6524,4647,1809.28,Bank Transfer,0.0,Desktop,San Francisco,0,33,4,UPI,0
T6525,1857,1302.26,Bank Transfer,4.0,Desktop,New York,4,91,6,Credit Card,0
T6526,1803,467.72,Bill Payment,21.0,Mobile,New York,1,108,5,Credit Card,0
T6527,1489,,POS Payment,17.0,Mobile,Chicago,1,109,11,Net Banking,0
T6528,4556,139.96,Online Purchase,19.0,Desktop,New York,3,22,14,Debit Card,0
T6529,2780,4832.04,Online Purchase,9.0,Tablet,Los Angeles,4,93,4,Credit Card,0
T6530,2493,1709.95,Bill Payment,16.0,Mobile,San Francisco,0,69,5,Net Banking,0
T6531,4645,3477.31,ATM Withdrawal,0.0,Mobile,Los Angeles,4,8,10,Debit Card,0
T6532,3985,4052.76,POS Payment,4.0,Desktop,Seattle,2,74,13,Net Banking,0
T6533,3891,1399.13,ATM Withdrawal,,Tablet,Houston,2,40,4,Debit Card,0
T6534,2705,3744.95,Bill Payment,12.0,Desktop,Los Angeles,0,56,1,UPI,0
T6535,4516,4162.94,Bill Payment,5.0,Tablet,Houston,3,8,11,Credit Card,0
T6536,4340,1210.38,Bill Payment,8.0,,Boston,3,43,11,UPI,0
T6537,3314,4962.51,Online Purchase,,Desktop,New York,2,46,12,Net Banking,0
T6538,1053,108.34,Online Purchase,17.0,Tablet,Miami,3,10,12,Net Banking,0
T6539,3575,1088.92,ATM Withdrawal,2.0,Mobile,Chicago,3,61,5,Debit Card,0
T6540,4591,3901.2,Bank Transfer,2.0,Tablet,San Francisco,1,83,4,Debit Card,0
T6541,1615,974.68,Online Purchase,8.0,Tablet,Houston,4,106,10,Debit Card,0
T6542,2082,3492.81,POS Payment,0.0,Mobile,Houston,1,103,11,UPI,0
T6543,2848,4278.37,POS Payment,0.0,Desktop,Chicago,4,31,1,Debit Card,0
T6544,4111,4796.28,POS Payment,3.0,Desktop,Chicago,2,1,13,Net Banking,0
T6545,4308,2373.87,Bill Payment,14.0,Mobile,New York,1,89,6,Credit Card,0
T6546,1954,4855.69,ATM Withdrawal,5.0,Mobile,Seattle,0,43,14,Debit Card,0
T6547,3433,2061.05,Bill Payment,5.0,Desktop,Chicago,0,22,8,Credit Card,0
T6548,2629,1094.55,POS Payment,9.0,Mobile,Boston,1,55,12,UPI,0
T6549,3781,2572.04,POS Payment,2.0,Desktop,Houston,4,105,11,UPI,0
T6550,3763,3250.87,Bill Payment,1.0,Tablet,Seattle,2,93,12,Debit Card,0
T6551,1649,2292.53,POS Payment,9.0,Desktop,,4,27,6,Credit Card,0
T6552,3347,2837.03,POS Payment,12.0,Tablet,New York,4,114,6,Debit Card,0
T6553,1394,2084.96,ATM Withdrawal,8.0,Tablet,Miami,1,5,12,Debit Card,0
T6554,4278,2626.19,POS Payment,21.0,Tablet,New York,4,119,10,Credit Card,0
T6555,2359,4763.22,Bill Payment,7.0,Desktop,Houston,2,87,6,Credit Card,1
T6556,3640,2501.66,Bill Payment,4.0,Mobile,San Francisco,1,103,3,Net Banking,0
T6557,4801,1269.63,Bank Transfer,10.0,Tablet,New York,4,103,13,Debit Card,0
T6558,3561,3794.94,POS Payment,12.0,Mobile,,3,37,3,UPI,0
T6559,4249,1691.23,Bank Transfer,11.0,Mobile,Chicago,3,73,4,UPI,0
T6560,3443,4081.95,Bill Payment,8.0,Mobile,Los Angeles,2,65,2,UPI,1
T6561,1370,288.93,Bank Transfer,4.0,Mobile,Boston,1,76,8,Net Banking,0
T6562,1857,1664.23,POS Payment,,Tablet,Los Angeles,4,42,13,Credit Card,0
T6563,1790,476.33,Online Purchase,17.0,Desktop,Seattle,3,103,11,Credit Card,0
T6564,1657,431.16,ATM Withdrawal,9.0,Mobile,Miami,4,69,3,UPI,0
T6565,4389,3293.66,POS Payment,,Desktop,San Francisco,4,83,4,Credit Card,0
T6566,3783,1929.75,Bank Transfer,,Desktop,San Francisco,4,53,14,Credit Card,0
T6567,2392,4358.04,Bank Transfer,6.0,Tablet,Seattle,4,112,9,Credit Card,0
T6568,1383,2584.44,Bank Transfer,5.0,Mobile,Seattle,4,38,6,UPI,0
T6569,3109,1480.24,Bill Payment,22.0,Desktop,Miami,1,27,2,Debit Card,0
T6570,4877,,POS Payment,1.0,Mobile,San Francisco,0,113,4,Net Banking,0
T6571,3552,3121.96,Bank Transfer,22.0,Tablet,Seattle,2,30,8,Credit Card,0
T6572,1238,3998.98,Online Purchase,14.0,,Boston,4,114,10,Debit Card,0
T6573,1194,3219.72,POS Payment,1.0,Desktop,Boston,0,36,11,Debit Card,0
T6574,3725,,Bill Payment,,Mobile,Houston,0,1,3,Debit Card,0
T6575,4293,3353.2,POS Payment,0.0,Mobile,,1,2,10,Invalid Method,0
T6576,3108,1960.79,Bill Payment,10.0,Tablet,San Francisco,3,33,10,Debit Card,0
T6577,2152,2318.4,Bill Payment,17.0,Desktop,San Francisco,4,57,10,UPI,0
T6578,4037,4608.22,ATM Withdrawal,6.0,Desktop,Chicago,3,62,1,UPI,0
T6579,3732,49997.799999999996,ATM Withdrawal,22.0,Mobile,Seattle,4,94,8,,0
T6580,3015,3061.74,Online Purchase,0.0,Tablet,,1,47,5,Net Banking,0
T6581,1155,1820.59,Bank Transfer,1.0,Desktop,Boston,3,73,10,Debit Card,0
T6582,4988,478.16,POS Payment,2.0,Mobile,Seattle,4,28,1,Debit Card,0
T6583,4449,2270.36,Bank Transfer,6.0,Mobile,Chicago,2,83,2,Debit Card,0
T6584,4693,2987.32,POS Payment,8.0,Desktop,Boston,2,85,13,Credit Card,0
T6585,4852,2040.48,Online Purchase,14.0,Desktop,San Francisco,3,31,6,Debit Card,0
T6586,1922,1956.38,Online Purchase,22.0,Mobile,Miami,2,89,6,UPI,0
T6587,3915,4102.79,POS Payment,,Mobile,Chicago,2,90,1,Debit Card,0
T6588,3950,49997.799999999996,Bill Payment,1.0,Desktop,New York,1,96,12,Debit Card,0
T6589,4861,1481.45,ATM Withdrawal,18.0,Tablet,Seattle,0,27,4,,0
T6590,2609,4059.73,POS Payment,19.0,Tablet,Houston,4,63,9,Credit Card,0
T6591,4046,4603.05,Bill Payment,15.0,Mobile,Miami,3,2,10,Debit Card,0
T6592,4508,2064.44,POS Payment,9.0,,Boston,2,61,1,Credit Card,0
T6593,1974,4444.53,POS Payment,2.0,Mobile,Miami,3,43,6,Debit Card,0
T6594,2230,998.66,POS Payment,3.0,Tablet,,3,116,9,UPI,0
T6595,3435,1111.03,POS Payment,7.0,Desktop,New York,0,32,5,Credit Card,0
T6596,4551,4231.73,POS Payment,0.0,Desktop,Houston,3,76,12,Net Banking,0
T6597,2814,,Bill Payment,2.0,Tablet,Boston,1,67,7,UPI,0
T6598,3934,1117.91,Online Purchase,11.0,Tablet,Los Angeles,1,111,12,Debit Card,0
T6599,1837,301.32,ATM Withdrawal,8.0,Desktop,Seattle,4,89,10,Debit Card,0
T6600,3007,456.17,ATM Withdrawal,18.0,Mobile,San Francisco,0,113,12,UPI,0
T6601,2363,1310.6,Bill Payment,5.0,Tablet,Miami,0,104,2,UPI,0
T6602,4940,3808.44,Bill Payment,8.0,Mobile,Miami,1,95,8,Net Banking,0
T6603,3387,2552.41,POS Payment,23.0,Mobile,San Francisco,2,98,9,Net Banking,1
T6604,1203,2280.67,Online Purchase,10.0,Tablet,New York,0,47,12,UPI,0
T6605,1160,,Online Purchase,14.0,Tablet,San Francisco,0,95,8,Net Banking,0
T6606,4611,4451.66,Bank Transfer,21.0,Mobile,San Francisco,2,102,13,Net Banking,0
T6607,1391,456.7,Online Purchase,3.0,Tablet,Seattle,0,68,14,UPI,0
T6608,1768,3475.15,POS Payment,7.0,Tablet,Chicago,2,19,8,Net Banking,0
T6609,4748,4634.32,Bank Transfer,13.0,Desktop,New York,3,78,10,Net Banking,0
T6610,3622,1070.68,Bill Payment,12.0,Mobile,Chicago,0,8,10,UPI,0
T6611,3581,4189.67,POS Payment,6.0,Desktop,Seattle,2,67,2,Invalid Method,0
T6612,2093,,Bank Transfer,18.0,Mobile,Chicago,2,114,3,Net Banking,0
T6613,3940,77.27,POS Payment,12.0,Desktop,Los Angeles,1,20,13,Net Banking,0
T6614,1404,1161.9,Bill Payment,11.0,Desktop,Houston,4,109,8,Net Banking,0
T6615,1607,3031.19,Bank Transfer,23.0,Desktop,Seattle,2,24,12,Debit Card,0
T6616,4746,2514.49,POS Payment,7.0,Desktop,San Francisco,1,43,14,Credit Card,0
T6617,2614,2642.04,ATM Withdrawal,13.0,Tablet,Los Angeles,1,35,13,Net Banking,0
T6618,2540,,Bill Payment,14.0,Mobile,Los Angeles,1,106,6,Net Banking,0
T6619,3875,3376.64,Bank Transfer,20.0,Mobile,Houston,4,78,3,,0
T6620,4191,1335.76,ATM Withdrawal,21.0,Tablet,San Francisco,4,53,4,Credit Card,0
T6621,2837,1950.23,ATM Withdrawal,23.0,Mobile,Chicago,3,106,13,UPI,0
T6622,1689,1847.73,Bank Transfer,14.0,Desktop,Miami,4,92,8,UPI,0
T6623,4759,3361.76,Online Purchase,4.0,Tablet,Los Angeles,4,39,8,Net Banking,1
T6624,3949,455.81,Online Purchase,6.0,Desktop,San Francisco,2,28,6,Credit Card,0
T6625,2240,1031.68,POS Payment,12.0,Desktop,Chicago,4,40,13,Net Banking,0
T6626,3103,1006.48,Bank Transfer,7.0,Mobile,Boston,0,8,8,Net Banking,0
T6627,1365,546.58,Bank Transfer,11.0,Mobile,Boston,4,72,8,Net Banking,0
T6628,2722,1041.94,ATM Withdrawal,13.0,Mobile,Seattle,2,57,8,Credit Card,0
T6629,4575,3037.27,ATM Withdrawal,0.0,Tablet,Chicago,3,6,2,UPI,0
T6630,4815,3662.18,ATM Withdrawal,19.0,Mobile,Chicago,3,115,12,Credit Card,0
T6631,4838,3303.22,Bill Payment,4.0,Mobile,Seattle,4,3,10,UPI,0
T6632,4996,2378.56,Online Purchase,16.0,Desktop,New York,4,97,11,Net Banking,0
T6633,1454,266.91,POS Payment,17.0,Desktop,Los Angeles,3,70,3,Invalid Method,0
T6634,1103,4795.24,POS Payment,22.0,Mobile,Chicago,1,31,2,Debit Card,0
T6635,1076,844.54,Bank Transfer,9.0,Desktop,Houston,2,30,6,UPI,0
T6636,1229,3343.76,ATM Withdrawal,17.0,Desktop,San Francisco,4,27,4,UPI,0
T6637,2937,,Bank Transfer,10.0,Desktop,Houston,0,1,11,Debit Card,0
T6638,4329,3490.4,Online Purchase,7.0,Desktop,Boston,3,108,4,UPI,0
T6639,4335,1094.16,Bill Payment,21.0,Mobile,Miami,2,4,8,Debit Card,0
T6640,3378,1582.4,Online Purchase,18.0,Desktop,New York,2,95,14,Debit Card,0
T6641,2205,,Bank Transfer,,,Miami,1,111,1,Debit Card,0
T6642,1892,3065.73,ATM Withdrawal,23.0,Desktop,San Francisco,3,74,12,Net Banking,0
T6643,4839,3066.9,Bank Transfer,21.0,Desktop,,2,65,14,Credit Card,0
T6644,2573,3628.88,ATM Withdrawal,17.0,Desktop,Los Angeles,2,4,10,Debit Card,0
T6645,3735,59.93,ATM Withdrawal,19.0,Mobile,Houston,2,65,7,Net Banking,0
T6646,3074,4090.12,Bank Transfer,4.0,Desktop,Seattle,0,4,2,UPI,0
T6647,4347,3694.86,Bill Payment,16.0,Mobile,Los Angeles,0,89,7,Debit Card,0
T6648,2675,708.73,Bank Transfer,15.0,Unknown Device,,3,98,5,Debit Card,0
T6649,1298,1741.39,Online Purchase,20.0,Desktop,Boston,2,89,7,Credit Card,0
T6650,1956,3194.43,Online Purchase,,Mobile,New York,1,60,13,Debit Card,0
T6651,3846,2481.51,POS Payment,,,Chicago,2,81,1,Credit Card,0
T6652,2114,579.9,Online Purchase,22.0,Tablet,Houston,3,108,10,UPI,0
T6653,3527,441.29,Online Purchase,18.0,Unknown Device,Seattle,2,7,3,UPI,0
T6654,3620,3908.37,Bank Transfer,14.0,Mobile,New York,3,89,7,Net Banking,0
T6655,3505,,Bank Transfer,9.0,Mobile,Miami,1,66,5,UPI,0
T6656,2474,864.6,Bill Payment,10.0,Mobile,Chicago,0,4,14,UPI,0
T6657,1364,4155.46,Online Purchase,4.0,Desktop,,1,80,7,UPI,0
T6658,3906,3062.64,Bill Payment,20.0,Mobile,Chicago,1,101,14,Credit Card,0
T6659,2698,3025.55,Bill Payment,22.0,Tablet,Houston,1,96,2,Net Banking,0
T6660,1350,2399.33,Online Purchase,17.0,Tablet,San Francisco,4,61,5,Credit Card,0
T6661,4726,49997.799999999996,Bank Transfer,5.0,Desktop,Boston,0,69,1,Debit Card,0
T6662,4471,3010.84,ATM Withdrawal,20.0,Mobile,Los Angeles,1,88,9,,0
T6663,3300,4839.29,ATM Withdrawal,,Desktop,New York,2,4,7,Debit Card,0
T6664,3828,1118.75,ATM Withdrawal,8.0,Tablet,Houston,4,70,3,UPI,0
T6665,2904,,Bill Payment,5.0,Mobile,San Francisco,1,23,9,Debit Card,0
T6666,3850,290.81,ATM Withdrawal,12.0,Tablet,New York,0,114,11,Net Banking,0
T6667,2011,3292.7,POS Payment,13.0,Mobile,,0,102,13,Debit Card,0
T6668,3506,2747.47,POS Payment,18.0,Tablet,Seattle,4,29,1,Credit Card,0
T6669,4770,560.64,Bill Payment,5.0,,Houston,4,107,5,,0
T6670,3964,1825.87,Bank Transfer,0.0,Desktop,Chicago,2,95,14,Credit Card,0
T6671,1498,897.42,Online Purchase,15.0,Desktop,Miami,4,31,14,Debit Card,0
T6672,1949,1660.75,Bill Payment,1.0,Mobile,Boston,3,81,6,Credit Card,0
T6673,2994,4756.56,ATM Withdrawal,3.0,Mobile,Los Angeles,2,59,1,Credit Card,0
T6674,4997,3418.18,Online Purchase,18.0,,Miami,3,119,7,Debit Card,0
T6675,3046,42.81,Bank Transfer,16.0,Tablet,,2,11,9,Debit Card,0
T6676,1507,1266.28,ATM Withdrawal,15.0,,Seattle,4,26,4,Debit Card,0
T6677,2327,56.76,POS Payment,12.0,Desktop,Miami,3,60,1,Net Banking,1
T6678,3548,3575.77,POS Payment,14.0,Desktop,Houston,2,1,13,UPI,0
T6679,3850,2349.76,Bill Payment,2.0,Mobile,Seattle,4,53,12,Credit Card,0
T6680,3645,4970.12,Bank Transfer,4.0,Desktop,San Francisco,0,58,2,UPI,0
T6681,1165,3669.25,Bill Payment,9.0,Unknown Device,San Francisco,2,64,2,Net Banking,0
T6682,4486,2591.98,Bank Transfer,17.0,Desktop,Miami,3,32,4,Credit Card,0
T6683,3509,4024.5,Bill Payment,7.0,Tablet,Chicago,3,52,5,Debit Card,0
T6684,1919,3525.49,Online Purchase,15.0,Tablet,Seattle,2,32,5,Invalid Method,0
T6685,1113,1222.66,Bill Payment,7.0,Desktop,Seattle,1,80,7,UPI,0
T6686,4504,2653.64,Online Purchase,6.0,Mobile,Los Angeles,0,91,12,Debit Card,0
T6687,1991,2782.21,Bank Transfer,3.0,Desktop,Seattle,0,111,9,Debit Card,0
T6688,4427,2258.9,Online Purchase,23.0,,Boston,4,33,3,Credit Card,0
T6689,2951,900.07,Online Purchase,19.0,Mobile,Boston,3,43,11,Net Banking,0
T6690,4766,1120.73,Bill Payment,17.0,Unknown Device,Seattle,3,28,2,Debit Card,0
